,HOUSEHOLD_X,HOUSEHOLD_Y,HOUSEHOLD_TYPE,WORKPLACE_X,WORKPLACE_X,WORKPLACE_TYPE
6765,286,43,14,280,234,10
6766,215,336,14,268,239,10
6767,235,130,14,133,320,6
6768,190,304,12,309,331,10
6769,214,321,14,193,130,17
6770,96,33,12,207,189,17
6771,205,166,37,247,251,10
6772,320,104,14,288,264,21
6773,141,234,37,296,255,23
6774,326,279,14,282,246,30
6775,302,305,14,334,371,17
6776,250,222,14,269,243,30
6777,278,131,14,291,230,33
6778,186,247,14,340,363,1
6779,299,345,14,280,265,38
6780,285,95,14,355,306,17
6781,201,177,14,85,32,30
6782,216,164,14,461,245,17
6783,61,35,14,282,368,17
6784,210,352,14,373,196,25
6785,183,183,12,277,239,23
6786,214,330,12,200,319,23
6787,341,210,14,274,228,23
6788,316,286,14,251,185,16
6789,187,349,12,285,248,10
6790,268,120,14,277,114,8
6791,206,219,14,275,235,7
6792,304,245,14,280,128,33
6793,189,155,14,449,110,46
6794,219,153,14,260,238,24
6795,257,67,14,316,215,24
6796,313,372,14,279,272,10
6797,244,259,14,296,131,23
6798,241,333,14,278,268,17
6799,250,367,14,272,182,24
6800,281,212,14,283,367,8
6801,293,70,12,242,86,10
6802,317,305,14,291,251,23
6803,287,105,14,277,190,22
6804,322,357,14,280,166,8
6805,239,312,12,375,196,6
6806,197,115,12,241,258,38
6807,217,232,14,268,97,10
6808,214,343,14,289,320,17
6809,244,222,14,294,324,6
6810,214,270,14,240,89,18
6811,243,364,14,299,289,23
6812,223,344,14,289,280,10
6813,346,200,14,256,149,24
6814,323,359,14,274,273,10
6815,273,218,14,212,207,10
6816,183,198,14,280,184,6
6817,296,66,12,307,275,6
6818,232,336,14,224,264,8
6819,316,301,14,281,172,20
6820,295,217,14,251,185,24
6821,293,231,14,334,355,6
6822,351,244,14,212,268,6
6823,315,304,14,264,95,38
6824,158,322,12,193,245,33
6825,261,98,12,485,168,17
6826,242,250,14,269,236,10
6827,265,87,14,312,297,10
6828,213,247,14,217,207,10
6829,266,160,14,319,257,20
6830,307,310,14,266,231,10
6831,345,271,14,242,142,24
6832,318,255,14,344,334,46
6833,208,234,14,256,386,8
6834,281,79,14,230,144,20
6835,299,68,14,266,238,10
6836,284,85,12,295,251,23
6837,205,221,37,171,157,17
6838,289,131,14,216,226,10
6839,239,261,14,247,89,24
6840,195,247,37,268,242,46
6841,336,276,14,274,69,22
6842,84,20,12,233,92,10
6843,224,99,14,324,396,17
6844,214,330,12,245,164,17
6845,185,180,37,228,83,24
6846,165,217,14,254,353,25
6847,311,344,14,239,137,17
6848,237,313,12,219,208,8
6849,88,24,14,231,211,16
6850,286,122,14,191,208,30
6851,200,211,14,259,360,25
6852,208,256,14,201,187,17
6853,318,395,14,322,271,8
6854,298,216,14,217,207,10
6855,282,153,14,260,238,24
6856,85,36,12,321,335,10
6857,72,22,12,277,194,7
6858,334,278,14,321,363,17
6859,249,220,14,250,319,25
6860,309,182,14,184,238,33
6861,173,234,12,230,238,23
6862,271,48,14,256,150,24
6863,216,330,12,208,204,17
6864,222,287,14,198,238,42
6865,302,290,14,176,156,6
6866,328,359,14,305,410,3
6867,266,408,14,187,232,42
6868,221,188,14,199,164,38
6869,256,64,14,278,223,30
6870,318,320,14,272,255,10
6871,148,324,12,334,315,30
6872,249,348,14,277,188,10
6873,233,119,14,304,256,25
6874,176,193,12,272,202,16
6875,156,320,12,359,333,6
6876,179,211,14,293,230,25
6877,199,210,14,296,252,38
6878,283,210,14,333,198,0
6879,173,251,14,351,346,6
6880,339,290,37,249,185,24
6881,320,85,12,307,277,17
6882,315,361,14,233,100,24
6883,275,390,14,316,352,8
6884,253,389,14,282,252,23
6885,328,392,14,296,252,38
6886,143,246,14,257,99,46
6887,203,224,14,228,313,33
6888,332,202,12,261,325,17
6889,176,193,12,212,211,17
6890,209,180,12,226,88,24
6891,48,58,14,226,221,46
6892,225,281,12,335,371,6
6893,215,219,14,275,223,23
6894,206,233,14,248,315,8
6895,284,210,14,294,233,38
6896,305,305,14,276,232,20
6897,281,57,12,288,243,7
6898,321,308,37,301,243,8
6899,291,211,14,310,221,30
6900,284,235,14,194,257,17
6901,214,287,14,251,156,10
6902,225,203,14,289,235,1
6903,263,87,12,313,365,17
6904,281,239,14,231,229,6
6905,301,349,14,300,236,23
6906,195,208,14,277,190,1
6907,313,53,14,245,250,10
6908,311,360,14,184,240,30
6909,280,242,14,50,50,17
6910,298,57,14,298,218,10
6911,171,161,14,283,250,23
6912,188,273,14,298,231,8
6913,170,323,12,254,70,6
6914,285,42,12,239,263,10
6915,324,363,14,239,137,17
6916,202,230,14,240,257,10
6917,320,319,14,190,220,17
6918,354,185,14,53,53,10
6919,285,231,14,359,377,17
6920,207,229,14,298,287,23
6921,327,358,14,301,182,25
6922,237,340,14,270,127,6
6923,237,217,14,253,180,24
6924,224,234,14,131,164,17
6925,321,315,14,290,246,23
6926,291,94,14,277,251,23
6927,330,205,14,202,241,25
6928,215,196,14,267,233,10
6929,205,273,14,290,172,38
6930,320,228,14,250,185,24
6931,213,198,14,234,230,23
6932,202,220,14,360,375,17
6933,238,334,14,267,247,10
6934,244,215,14,203,256,23
6935,209,141,12,165,248,17
6936,206,198,14,276,194,7
6937,218,228,14,315,141,6
6938,287,206,12,236,259,17
6939,212,314,14,300,240,8
6940,234,221,14,226,251,30
6941,213,173,14,206,261,16
6942,241,252,14,201,198,6
6943,322,108,12,285,267,46
6944,296,128,14,267,239,10
6945,283,400,14,330,341,17
6946,292,139,12,272,222,30
6947,247,158,14,280,227,23
6948,212,169,14,300,236,23
6949,183,349,12,272,235,7
6950,304,224,14,294,225,30
6951,261,85,14,318,265,6
6952,303,267,14,309,306,30
6953,214,349,14,194,319,17
6954,318,259,14,312,248,0
6955,314,315,14,304,203,2
6956,210,231,14,233,106,4
6957,194,243,14,239,253,10
6958,194,267,14,268,203,23
6959,197,282,14,206,270,30
6960,220,162,14,293,230,23
6961,287,105,14,273,239,1
6962,285,145,12,260,299,7
6963,329,209,37,273,273,3
6964,197,256,14,296,272,6
6965,221,210,14,216,226,10
6966,264,201,14,207,252,17
6967,243,203,14,282,239,24
6968,274,353,14,276,251,23
6969,291,261,14,306,320,17
6970,270,42,14,290,93,30
6971,217,234,14,350,365,19
6972,320,228,14,215,207,10
6973,192,124,12,333,305,17
6974,92,23,14,299,315,0
6975,246,248,14,279,193,16
6976,216,340,14,217,343,10
6977,207,174,14,194,177,8
6978,204,185,14,289,219,0
6979,304,305,14,269,305,6
6980,219,152,37,259,68,16
6981,273,254,14,267,231,24
6982,292,33,12,199,268,6
6983,186,230,14,278,237,7
6984,282,106,14,287,260,20
6985,197,158,12,258,165,24
6986,317,369,14,289,253,25
6987,163,221,14,306,240,8
6988,284,265,12,338,332,17
6989,214,255,14,140,314,23
6990,203,224,14,252,334,10
6991,291,82,14,202,206,8
6992,187,302,12,310,290,19
6993,242,357,14,231,240,23
6994,287,265,14,294,255,8
6995,197,133,14,212,314,1
6996,285,165,12,213,186,23
6997,200,282,14,274,237,7
6998,209,201,14,271,238,6
6999,307,237,14,312,216,6
7000,306,126,12,300,243,13
7001,171,219,14,196,291,33
7002,83,20,12,246,251,3
7003,169,248,14,267,243,10
7004,223,81,14,249,209,23
7005,288,205,12,274,234,7
7006,173,251,14,307,191,8
7007,303,328,14,340,350,17
7008,283,36,14,153,149,24
7009,228,342,14,276,346,10
7010,97,27,14,247,252,10
7011,313,196,14,258,403,25
7012,244,309,14,248,315,8
7013,343,313,37,269,91,10
7014,317,358,14,53,54,2
7015,217,328,12,215,207,10
7016,319,316,14,272,235,7
7017,194,252,14,223,210,10
7018,177,336,12,289,280,10
7019,315,361,14,251,156,38
7020,214,214,14,295,217,10
7021,322,318,14,219,323,25
7022,321,336,14,259,253,2
7023,251,214,14,278,134,18
7024,216,321,14,295,308,6
7025,251,350,14,333,284,18
7026,284,46,14,272,172,24
7027,68,31,14,248,143,10
7028,246,165,12,236,259,17
7029,285,183,14,350,245,25
7030,304,259,14,216,292,25
7031,311,241,14,292,237,7
7032,330,313,14,211,322,46
7033,344,344,14,347,226,6
7034,284,116,12,463,118,46
7035,346,172,14,234,117,6
7036,301,176,37,165,194,17
7037,329,274,37,168,214,33
7038,299,232,14,211,137,7
7039,62,58,12,257,240,30
7040,265,87,14,278,250,23
7041,240,212,14,174,152,17
7042,206,228,14,290,289,18
7043,339,273,37,228,81,24
7044,256,64,14,229,227,10
7045,285,60,14,329,195,6
7046,185,167,14,317,253,6
7047,314,290,14,274,231,10
7048,183,188,14,245,250,10
7049,280,243,14,246,86,24
7050,267,249,14,148,226,8
7051,232,121,14,226,251,30
7052,362,342,14,330,341,17
7053,48,55,14,364,299,6
7054,188,273,14,290,41,6
7055,342,242,14,340,350,17
7056,267,199,14,282,238,16
7057,193,192,14,209,182,42
7058,320,87,12,291,229,23
7059,188,303,12,343,372,17
7060,161,332,12,170,201,24
7061,198,113,12,224,121,24
7062,308,272,14,334,342,6
7063,281,112,14,276,229,10
7064,196,210,14,324,371,6
7065,329,274,37,86,32,30
7066,151,328,12,280,180,16
7067,203,175,12,449,110,46
7068,307,72,14,93,33,17
7069,215,233,14,152,223,6
7070,192,134,12,291,229,23
7071,239,261,14,293,402,2
7072,298,109,12,158,256,6
7073,163,217,14,248,171,24
7074,195,305,12,237,93,24
7075,210,229,14,333,305,17
7076,190,237,14,263,230,24
7077,210,260,14,280,397,17
7078,199,255,14,206,266,16
7079,203,230,14,302,234,10
7080,303,305,14,328,262,6
7081,271,377,14,197,278,0
7082,234,288,12,159,227,17
7083,208,161,14,184,239,30
7084,221,184,12,259,171,24
7085,272,243,14,260,178,24
7086,201,288,37,85,32,30
7087,210,221,14,260,389,17
7088,243,350,14,277,239,23
7089,277,132,14,283,366,10
7090,292,31,12,336,181,10
7091,181,242,14,305,241,23
7092,258,344,14,301,226,16
7093,365,182,14,186,238,3
7094,213,217,14,323,346,17
7095,281,239,14,118,300,8
7096,266,46,14,271,144,33
7097,317,87,12,271,405,6
7098,299,324,14,236,358,25
7099,196,256,14,276,228,10
7100,221,237,14,279,119,6
7101,237,286,14,241,385,1
7102,121,315,14,279,155,10
7103,325,364,14,241,160,10
7104,240,212,14,259,406,25
7105,321,359,14,288,210,8
7106,237,191,14,296,259,17
7107,306,256,14,195,181,10
7108,248,69,14,298,287,10
7109,207,239,14,266,195,10
7110,288,129,14,251,155,13
7111,318,371,14,264,249,20
7112,311,56,14,303,128,23
7113,174,227,14,263,250,24
7114,92,54,12,276,228,7
7115,296,90,12,230,244,23
7116,281,241,14,263,331,6
7117,243,113,14,152,227,6
7118,288,59,14,280,244,27
7119,260,350,14,203,229,10
7120,198,113,12,245,252,42
7121,328,368,14,331,292,25
7122,199,105,12,298,238,16
7123,216,158,14,210,205,20
7124,294,207,14,263,361,2
7125,303,117,14,309,306,30
7126,235,333,14,339,347,17
7127,92,48,14,279,199,10
7128,183,184,14,284,249,23
7129,275,230,14,266,238,10
7130,297,218,14,296,403,6
7131,242,249,14,257,390,2
7132,272,380,14,266,243,10
7133,301,121,14,292,346,0
7134,302,355,14,372,182,6
7135,204,215,14,238,251,0
7136,267,173,14,262,121,10
7137,203,189,12,286,260,20
7138,221,188,14,280,180,16
7139,326,367,14,182,197,17
7140,352,169,14,463,118,46
7141,244,360,14,275,257,23
7142,204,344,14,249,185,10
7143,92,20,12,305,206,24
7144,324,183,12,279,223,8
7145,211,235,14,289,233,7
7146,220,341,14,281,202,20
7147,217,329,12,290,93,16
7148,196,234,14,295,256,23
7149,206,229,14,288,268,21
7150,284,252,14,381,216,8
7151,237,400,14,390,201,17
7152,276,131,14,290,245,7
7153,41,58,14,282,166,10
7154,275,366,14,284,249,23
7155,188,223,14,265,296,24
7156,197,223,14,256,146,24
7157,265,377,14,250,157,30
7158,90,19,12,307,309,9
7159,284,246,14,302,233,6
7160,299,352,14,298,242,38
7161,99,22,12,297,262,30
7162,169,161,37,375,285,1
7163,303,174,12,291,247,23
7164,273,255,14,267,240,10
7165,280,36,12,311,292,6
7166,304,245,14,301,226,16
7167,215,270,14,299,246,6
7168,286,123,14,228,358,6
7169,344,198,14,224,210,23
7170,316,269,14,230,104,17
7171,230,350,14,247,185,24
7172,250,380,14,189,227,10
7173,216,345,14,334,299,9
7174,283,146,12,320,255,8
7175,217,328,12,207,187,30
7176,222,187,14,309,234,17
7177,213,284,14,226,355,25
7178,246,230,14,341,192,6
7179,278,147,14,300,229,16
7180,304,237,14,275,229,23
7181,76,52,12,238,139,6
7182,186,218,14,312,78,8
7183,254,215,14,341,201,9
7184,201,233,14,299,271,10
7185,205,222,14,238,102,24
7186,156,323,12,298,253,10
7187,282,133,14,273,248,3
7188,177,335,12,242,261,23
7189,284,57,14,246,170,24
7190,187,351,12,272,233,7
7191,212,173,14,269,235,24
7192,265,104,37,397,110,10
7193,166,323,12,232,93,24
7194,202,185,14,282,249,10
7195,327,359,14,258,392,2
7196,206,199,14,243,199,9
7197,243,342,14,272,144,33
7198,97,34,14,284,234,23
7199,260,48,14,350,254,17
7200,316,301,14,321,363,17
7201,279,124,14,192,226,8
7202,83,16,14,226,189,33
7203,243,255,14,295,243,10
7204,295,234,14,268,240,7
7205,189,303,12,288,240,10
7206,213,319,14,362,298,17
7207,294,115,14,133,320,6
7208,249,155,14,319,353,25
7209,248,388,14,96,31,6
7210,251,343,14,262,235,24
7211,194,243,14,286,263,23
7212,225,194,14,271,147,30
7213,203,233,14,295,306,17
7214,252,210,14,161,284,17
7215,251,339,14,247,185,24
7216,313,353,14,269,323,6
7217,313,335,12,155,242,17
7218,223,228,14,274,267,24
7219,304,188,37,288,253,7
7220,243,113,14,190,139,17
7221,215,230,14,229,238,23
7222,186,253,14,267,240,10
7223,281,130,14,202,241,25
7224,203,265,14,212,314,1
7225,219,217,14,316,314,20
7226,283,101,14,242,151,7
7227,235,228,14,275,243,10
7228,202,222,14,233,118,42
7229,157,236,12,274,235,7
7230,316,236,37,162,314,17
7231,202,272,14,224,218,46
7232,298,305,14,263,297,18
7233,194,215,14,209,216,6
7234,296,238,14,268,242,46
7235,273,46,14,275,229,23
7236,186,226,14,274,381,6
7237,312,232,37,308,232,17
7238,169,243,12,243,216,8
7239,216,267,14,192,208,38
7240,241,305,14,300,250,8
7241,234,350,14,276,250,23
7242,219,231,14,246,250,7
7243,268,112,14,341,223,10
7244,266,344,14,219,208,10
7245,320,373,14,205,242,25
7246,176,335,12,257,390,2
7247,190,235,14,186,176,17
7248,254,209,14,241,258,23
7249,261,84,14,279,129,10
7250,281,52,14,290,266,24
7251,284,108,12,267,240,10
7252,312,235,14,217,342,1
7253,325,130,12,258,171,23
7254,275,46,14,271,172,10
7255,244,360,14,274,387,44
7256,259,369,14,200,319,23
7257,204,181,12,263,388,17
7258,197,183,37,197,240,16
7259,187,350,12,286,263,23
7260,190,303,12,294,332,17
7261,242,197,37,232,93,24
7262,196,212,14,276,229,10
7263,313,255,14,249,185,24
7264,282,158,14,238,90,10
7265,56,53,14,331,342,17
7266,307,232,14,219,219,10
7267,310,116,12,285,248,10
7268,220,213,14,238,242,42
7269,271,243,14,272,233,10
7270,214,216,14,297,229,16
7271,215,255,14,322,299,17
7272,89,24,12,172,236,6
7273,316,286,14,168,215,33
7274,197,182,14,210,305,24
7275,174,330,14,277,385,17
7276,265,377,14,229,346,25
7277,216,349,14,342,282,17
7278,353,215,12,301,244,8
7279,269,45,14,190,139,17
7280,222,317,14,183,190,10
7281,208,201,14,168,215,33
7282,237,400,14,207,205,10
7283,290,206,14,227,80,24
7284,43,50,37,275,234,10
7285,181,192,14,270,183,10
7286,194,254,14,214,332,10
7287,297,235,14,275,229,23
7288,217,246,14,272,182,24
7289,223,344,14,301,238,8
7290,149,323,12,416,173,6
7291,196,252,14,287,260,20
7292,213,334,14,274,355,10
7293,276,148,12,269,304,9
7294,294,101,12,278,192,10
7295,238,217,14,269,323,6
7296,235,333,14,228,313,33
7297,190,247,14,170,258,17
7298,171,225,14,219,208,8
7299,300,205,14,290,233,42
7300,219,341,14,267,231,24
7301,293,67,14,334,200,17
7302,320,317,14,241,258,23
7303,274,47,14,188,205,10
7304,211,170,14,292,240,7
7305,299,96,14,228,211,46
7306,232,336,14,261,361,17
7307,270,70,14,307,275,6
7308,191,172,12,231,229,6
7309,213,221,14,268,239,10
7310,313,255,14,290,227,6
7311,323,365,14,254,78,10
7312,357,188,37,271,147,30
7313,205,166,37,318,264,6
7314,275,256,14,290,243,16
7315,76,50,12,212,269,13
7316,276,268,14,257,180,10
7317,201,99,12,280,234,10
7318,212,255,14,242,403,8
7319,281,253,14,200,218,25
7320,184,325,12,240,234,10
7321,280,386,14,341,121,17
7322,226,315,12,272,236,10
7323,315,220,14,250,165,10
7324,314,355,14,266,216,10
7325,213,216,14,298,240,23
7326,306,256,14,256,182,24
7327,240,211,14,254,353,25
7328,216,175,14,268,195,10
7329,236,111,14,291,229,23
7330,318,224,14,318,291,16
7331,215,210,14,236,102,10
7332,323,357,14,270,235,7
7333,221,227,14,313,257,25
7334,210,146,12,229,89,10
7335,314,232,14,312,217,6
7336,204,199,14,188,241,6
7337,181,130,12,373,197,25
7338,307,232,14,281,180,10
7339,219,231,14,273,129,24
7340,202,209,14,300,268,25
7341,206,200,14,268,237,10
7342,187,123,14,321,270,2
7343,302,330,12,239,209,6
7344,207,219,14,133,320,6
7345,242,313,12,261,362,10
7346,213,174,14,302,271,8
7347,238,169,14,227,86,24
7348,292,87,14,276,232,7
7349,222,244,14,271,172,38
7350,299,68,14,286,256,20
7351,287,384,14,233,91,10
7352,211,188,14,275,195,24
7353,234,323,14,350,245,25
7354,187,262,14,96,31,6
7355,186,348,12,334,372,8
7356,210,230,14,164,225,20
7357,182,276,12,280,236,7
7358,71,58,14,266,224,10
7359,187,302,12,344,334,30
7360,182,351,12,285,250,7
7361,285,234,14,300,275,6
7362,365,182,14,272,122,10
7363,187,249,14,225,219,46
7364,215,330,12,288,223,23
7365,372,184,14,307,286,6
7366,211,213,14,232,110,10
7367,242,216,14,226,221,46
7368,233,237,14,277,244,10
7369,307,405,12,273,234,7
7370,172,241,14,212,226,10
7371,215,330,12,315,381,17
7372,234,319,14,185,242,1
7373,334,278,14,468,122,2
7374,56,53,14,282,228,23
7375,204,226,14,314,384,17
7376,219,339,14,26,51,9
7377,304,357,14,206,188,6
7378,328,191,12,236,216,7
7379,272,107,14,256,185,10
7380,313,208,14,242,142,24
7381,220,213,14,253,180,24
7382,294,138,14,272,202,16
7383,164,218,14,205,235,6
7384,251,214,14,229,238,23
7385,165,217,14,268,233,24
7386,79,43,12,339,275,17
7387,92,45,12,249,131,24
7388,202,209,14,252,121,30
7389,307,241,14,249,185,24
7390,304,130,12,298,227,23
7391,213,222,14,266,233,10
7392,92,54,12,192,201,8
7393,328,358,14,297,227,6
7394,200,210,14,291,254,33
7395,311,344,14,298,218,6
7396,50,53,14,257,390,6
7397,252,348,14,211,207,10
7398,177,192,12,300,240,8
7399,165,322,12,253,176,24
7400,306,396,14,309,370,1
7401,200,239,14,279,193,16
7402,210,202,14,289,236,16
7403,226,315,12,237,234,10
7404,211,209,14,285,224,23
7405,243,352,14,274,237,10
7406,164,187,14,235,176,25
7407,281,89,14,207,261,10
7408,203,216,14,223,195,6
7409,342,317,37,223,325,10
7410,196,257,14,312,244,10
7411,199,254,14,300,224,17
7412,260,350,14,71,241,24
7413,101,25,12,361,344,17
7414,326,398,14,272,172,24
7415,186,346,12,288,282,6
7416,255,61,14,296,392,24
7417,275,230,14,273,203,3
7418,294,80,12,271,144,33
7419,297,209,14,259,271,2
7420,301,176,37,371,167,6
7421,311,354,14,158,256,6
7422,284,133,14,354,202,18
7423,333,326,14,334,320,6
7424,92,55,12,290,303,24
7425,255,348,14,280,228,7
7426,303,356,14,289,266,21
7427,252,215,14,275,234,7
7428,305,96,14,302,237,46
7429,254,71,14,290,284,24
7430,287,58,14,271,171,7
7431,166,221,14,237,224,25
7432,251,343,14,239,224,23
7433,164,216,12,243,303,24
7434,194,250,14,190,207,6
7435,269,45,14,221,196,7
7436,212,203,14,259,404,6
7437,210,225,14,297,278,10
7438,352,179,14,245,164,17
7439,92,55,12,313,257,25
7440,215,225,14,349,359,25
7441,307,355,14,275,244,30
7442,292,87,14,287,44,10
7443,226,197,14,223,210,10
7444,209,213,14,366,370,6
7445,322,362,14,361,191,17
7446,277,138,14,319,249,25
7447,241,207,14,279,128,10
7448,323,303,37,307,398,6
7449,220,266,14,237,229,10
7450,345,173,14,252,388,1
7451,83,36,12,288,243,7
7452,243,215,14,250,188,24
7453,333,326,14,202,230,17
7454,312,279,14,274,272,24
7455,195,222,14,233,106,4
7456,205,231,14,259,339,42
7457,195,220,14,187,232,24
7458,305,206,14,358,308,8
7459,214,331,12,275,234,7
7460,270,130,14,253,172,25
7461,190,183,14,349,368,6
7462,215,330,12,269,143,10
7463,311,276,14,302,250,10
7464,214,219,14,224,330,17
7465,188,223,14,273,105,16
7466,296,112,14,259,234,20
7467,187,348,12,230,240,16
7468,203,233,14,239,256,10
7469,289,234,14,220,216,10
7470,216,236,14,192,217,10
7471,322,251,14,229,89,10
7472,182,199,14,338,218,17
7473,303,97,12,266,279,44
7474,289,63,12,201,198,6
7475,300,144,14,349,267,18
7476,226,195,14,106,322,33
7477,198,202,14,301,182,25
7478,332,279,14,291,259,10
7479,318,374,14,237,231,6
7480,306,110,12,242,90,10
7481,249,342,14,260,236,0
7482,215,330,12,267,60,23
7483,307,252,14,174,152,17
7484,295,34,12,215,184,23
7485,321,319,14,238,330,24
7486,203,229,14,350,347,6
7487,223,204,14,282,247,30
7488,110,320,14,266,90,10
7489,300,306,14,99,42,3
7490,184,253,14,50,55,10
7491,285,52,14,156,264,17
7492,315,285,14,194,137,33
7493,279,108,12,270,300,20
7494,327,234,37,256,165,24
7495,238,226,14,341,212,6
7496,209,201,14,239,146,24
7497,198,257,14,316,352,8
7498,291,325,14,284,230,10
7499,217,267,14,189,227,10
7500,357,182,14,416,173,6
7501,286,238,14,348,266,18
7502,284,116,12,284,230,10
7503,57,50,14,274,175,24
7504,188,249,14,246,187,20
7505,302,190,37,203,210,10
7506,208,201,14,317,210,22
7507,226,203,14,219,360,25
7508,313,291,14,317,228,10
7509,215,215,14,206,265,6
7510,319,366,14,204,202,6
7511,314,232,14,289,253,25
7512,315,355,14,20,85,17
7513,236,111,14,280,222,7
7514,222,241,14,268,218,10
7515,69,52,14,303,200,6
7516,322,100,14,314,207,10
7517,317,298,14,250,319,25
7518,299,312,14,286,260,20
7519,180,225,37,235,272,10
7520,209,311,14,313,263,17
7521,192,265,14,282,246,30
7522,287,101,14,201,224,22
7523,278,234,14,295,308,6
7524,318,385,14,274,236,7
7525,206,171,14,289,247,18
7526,90,19,12,237,102,24
7527,288,46,14,298,257,30
7528,286,122,14,246,250,7
7529,203,218,14,460,251,6
7530,237,364,12,253,76,10
7531,291,34,12,69,315,25
7532,204,226,14,224,209,10
7533,271,130,14,337,294,21
7534,220,213,14,330,390,6
7535,177,335,12,298,257,30
7536,176,230,14,247,185,24
7537,213,323,14,212,207,10
7538,191,243,14,242,338,42
7539,313,231,14,348,191,46
7540,301,321,14,275,113,16
7541,267,231,14,285,249,10
7542,328,359,14,261,179,24
7543,215,329,12,331,342,17
7544,188,236,14,275,195,24
7545,264,97,14,253,181,10
7546,209,226,14,284,240,10
7547,304,244,14,285,271,46
7548,288,231,14,206,266,16
7549,287,222,14,315,294,6
7550,219,339,14,237,229,10
7551,327,322,37,291,292,46
7552,219,213,14,296,392,24
7553,204,268,14,244,203,9
7554,252,59,37,336,204,8
7555,201,130,12,69,365,6
7556,172,224,14,290,266,24
7557,285,127,14,278,132,16
7558,252,342,14,276,228,7
7559,203,175,12,339,377,6
7560,213,321,14,316,310,17
7561,323,356,14,228,211,46
7562,90,46,14,314,389,24
7563,189,305,12,270,300,20
7564,319,298,14,286,332,6
7565,232,336,14,226,251,30
7566,292,33,12,242,160,10
7567,325,338,14,211,137,7
7568,336,276,14,268,240,7
7569,79,3,14,293,224,6
7570,225,356,14,292,257,9
7571,284,46,14,282,247,30
7572,190,244,14,204,269,30
7573,235,158,14,122,229,17
7574,328,368,14,310,199,17
7575,206,257,14,342,281,17
7576,215,211,14,172,201,44
7577,269,135,14,107,315,30
7578,277,269,14,96,41,3
7579,172,322,12,281,272,16
7580,79,43,12,164,256,17
7581,332,261,14,280,203,10
7582,268,120,14,308,289,8
7583,284,104,14,313,276,6
7584,241,219,14,254,185,24
7585,257,362,14,267,60,23
7586,193,244,14,201,239,10
7587,268,112,14,259,174,10
7588,208,256,14,248,151,24
7589,238,196,12,246,344,17
7590,213,171,14,225,219,46
7591,204,226,14,228,313,33
7592,171,224,14,171,200,25
7593,340,277,37,193,111,17
7594,281,214,12,249,104,3
7595,323,192,12,158,256,6
7596,216,330,12,291,259,10
7597,218,153,37,319,290,17
7598,269,104,14,317,348,9
7599,47,45,14,90,350,9
7600,328,100,14,210,239,7
7601,220,181,14,274,237,7
7602,219,245,14,280,230,30
7603,223,206,14,357,185,18
7604,241,332,14,255,86,9
7605,279,253,14,227,116,6
7606,284,265,12,331,200,17
7607,324,371,14,309,216,6
7608,283,250,14,273,273,3
7609,284,204,14,238,325,17
7610,324,363,14,280,404,17
7611,283,49,12,238,330,24
7612,245,350,14,206,259,10
7613,215,330,12,53,55,17
7614,302,220,14,284,234,23
7615,307,228,14,242,261,23
7616,185,159,14,346,293,9
7617,318,357,14,245,89,10
7618,289,137,14,103,36,15
7619,238,227,14,300,329,6
7620,315,361,14,342,234,17
7621,190,222,14,341,377,17
7622,253,333,14,237,103,10
7623,298,92,12,290,269,30
7624,313,359,14,260,65,16
7625,199,222,37,250,156,10
7626,330,254,14,235,251,17
7627,354,376,14,314,401,33
7628,304,98,14,289,233,7
7629,331,378,14,289,262,10
7630,181,187,12,222,190,8
7631,298,109,12,320,270,17
7632,286,238,14,303,272,17
7633,187,203,14,290,249,23
7634,205,148,14,209,150,17
7635,243,218,14,288,250,23
7636,294,238,14,273,233,7
7637,232,336,14,290,303,24
7638,65,24,14,309,134,23
7639,90,20,12,298,224,46
7640,319,221,12,275,222,7
7641,299,312,14,355,342,6
7642,211,178,14,326,208,46
7643,292,31,12,293,267,21
7644,273,55,14,245,160,13
7645,206,282,14,244,115,24
7646,259,337,14,240,263,10
7647,324,394,14,192,241,10
7648,260,232,14,312,314,17
7649,286,238,14,194,137,33
7650,237,112,14,298,171,1
7651,290,124,14,258,403,25
7652,178,253,12,270,125,33
7653,304,71,14,279,250,6
7654,183,179,14,298,273,30
7655,189,305,12,222,220,46
7656,219,231,14,274,361,6
7657,210,214,14,297,114,17
7658,303,174,12,300,290,20
7659,302,303,14,260,268,25
7660,324,394,14,219,240,33
7661,224,206,14,272,122,10
7662,317,376,14,244,255,42
7663,216,232,14,239,137,17
7664,296,190,14,151,224,8
7665,194,114,14,296,403,6
7666,178,185,14,301,244,8
7667,243,209,14,229,227,10
7668,214,284,14,190,206,10
7669,219,231,14,266,195,10
7670,288,226,14,233,207,20
7671,287,50,14,216,207,10
7672,285,112,12,222,98,1
7673,190,244,14,289,249,23
7674,221,237,14,225,322,10
7675,336,311,14,306,240,8
7676,223,242,14,88,63,10
7677,183,226,14,285,252,21
7678,272,139,12,190,139,17
7679,302,42,12,289,219,0
7680,205,167,14,381,217,10
7681,266,160,14,264,239,10
7682,103,35,14,272,182,24
7683,307,312,14,319,196,17
7684,239,374,12,266,333,10
7685,310,256,14,276,226,16
7686,184,199,12,158,310,6
7687,220,357,14,250,341,1
7688,270,172,14,268,239,10
7689,287,143,12,269,246,10
7690,106,26,14,284,227,44
7691,186,347,12,286,121,1
7692,329,274,37,301,245,6
