IrE,ErE,Reward,Param,Value,Q-value
0.07,0.326,0,averageRoomVentilationRate,3,-0.629
0.298,0.184,-0.238,averageRoomVentilationRate,3,-0.6514
0.18,0.346,-0.12,averageRoomVentilationRate,3,-0.6494
0.07,0.32,0,averageRoomVentilationRate,3,-0.6234
0.312,0.314,-0.252,averageRoomVentilationRate,1.2,-0.7849
0.184,0.346,-0.124,averageRoomVentilationRate,3,-0.6233
0.076,0.314,0,averageRoomVentilationRate,3,-0.5983
0.342,0.24,-0.282,averageRoomVentilationRate,3,-0.6308
0.174,0.346,-0.114,averageRoomVentilationRate,3,-0.6284
0.076,0.312,0,averageRoomVentilationRate,3,-0.6032
0.352,0.276,-0.292,averageRoomVentilationRate,3,-0.6375
0.17,0.346,-0.11,averageRoomVentilationRate,3,-0.634
0.07,0.3,0,infectionProbability,0.2,-0.5726
0.336,0.314,-0.276,infectionProbability,0.2,-0.6049
0.124,0.342,0,infectionProbability,0.2,-0.5807
0.11,0.284,0,infectionProbability,0.2,-0.5575
0.35,0.342,-0.29,infectionProbability,0.2,-0.5932
0.124,0.346,0,infectionProbability,0.2,-0.5694
0.154,0.232,0,infectionProbability,0.2,-0.5467
0.36,0.344,-0.3,infectionProbability,0.2,-0.5848
0.132,0.342,0,infectionProbability,0.2,-0.5614
0.164,0.232,-0.104,infectionProbability,0.2,-0.5598
0.35,0.35,-0.29,infectionProbability,0.2,-0.5954
0.39,0.35,-0.33,infectionProbability,0.4,-0.6999
0.196,0.21,-0.136,infectionProbability,0.2,-0.5987
0.35,0.35,-0.29,infectionProbability,0.2,-0.6328
0.07,0.334,0,infectionProbability,0.2,-0.6075
0.204,0.206,-0.144,infectionProbability,0.2,-0.612
0.262,0.35,-0.202,infectionProbability,0.2,-0.6279
0.088,0.334,0,infectionProbability,0.2,-0.6028
0.242,0.198,-0.182,infectionProbability,0.2,-0.6151
0.248,0.35,-0.188,infectionProbability,0.2,-0.6281
