,HOUSEHOLD_X,HOUSEHOLD_Y,HOUSEHOLD_TYPE,WORKPLACE_X,WORKPLACE_X,WORKPLACE_TYPE
11260,239,265,14,274,219,33
11261,358,181,14,274,267,24
11262,313,208,14,240,380,6
11263,351,171,14,274,209,16
11264,298,352,14,204,256,25
11265,213,268,14,274,265,7
11266,307,272,14,247,129,24
11267,200,204,14,298,253,10
11268,246,340,14,334,113,17
11269,298,311,14,237,102,24
11270,209,270,14,323,346,17
11271,295,209,14,248,326,6
11272,339,273,37,275,272,24
11273,288,235,14,237,103,10
11274,223,206,14,276,232,7
11275,172,322,12,287,251,23
11276,328,102,12,253,182,24
11277,192,230,14,299,413,17
11278,201,135,14,245,207,10
11279,302,135,14,205,164,2
11280,214,330,12,119,301,25
11281,290,180,12,260,301,24
11282,239,348,14,229,100,8
11283,280,71,12,265,342,6
11284,280,235,14,281,223,6
11285,216,208,14,281,273,10
11286,183,350,12,301,245,6
11287,255,257,12,206,261,16
11288,281,129,14,211,206,24
11289,334,316,37,216,358,17
11290,224,244,14,276,346,10
11291,197,211,14,237,307,10
11292,239,233,14,285,237,16
11293,156,296,12,274,102,23
11294,289,250,14,286,263,23
11295,197,223,14,284,234,23
11296,214,322,14,252,121,30
11297,321,359,14,154,227,6
11298,296,132,14,245,96,24
11299,287,247,14,237,229,10
11300,330,313,14,271,295,24
11301,240,166,14,253,176,24
11302,299,232,14,269,243,30
11303,251,341,14,50,54,21
11304,309,120,12,245,254,42
11305,215,215,14,298,263,0
11306,207,246,14,331,292,25
11307,257,374,14,245,156,10
11308,300,144,14,343,359,6
11309,40,47,14,276,238,1
11310,48,49,14,125,162,6
11311,329,305,14,342,223,10
11312,273,247,14,172,201,44
11313,209,296,12,298,235,10
11314,130,233,37,194,168,6
11315,314,357,14,296,403,6
11316,329,113,14,335,372,18
11317,346,200,14,223,210,23
11318,315,189,37,229,326,25
11319,286,33,14,250,185,24
11320,219,339,14,287,261,8
11321,297,43,14,268,218,10
11322,241,305,14,275,242,8
11323,313,325,14,290,234,23
11324,300,147,14,205,187,17
11325,195,284,14,274,219,16
11326,238,342,14,243,99,24
11327,88,27,12,288,283,33
11328,48,59,14,362,300,4
11329,97,34,14,95,390,6
11330,329,308,14,175,172,10
11331,237,351,14,240,259,23
11332,281,236,14,193,321,10
11333,252,342,14,297,114,17
11334,210,309,14,320,356,6
11335,215,156,37,290,94,17
11336,218,292,14,256,162,24
11337,238,132,14,274,139,8
11338,190,304,12,284,262,3
11339,218,164,14,254,151,24
11340,207,229,14,287,379,6
11341,190,181,14,267,233,10
11342,269,345,14,306,215,0
11343,251,350,14,362,314,17
11344,209,220,14,295,240,10
11345,303,106,12,319,229,10
11346,211,227,14,221,368,17
11347,247,175,14,152,307,38
11348,251,341,14,138,274,6
11349,218,180,37,309,255,9
11350,334,319,14,317,289,30
11351,50,51,14,274,108,16
11352,226,335,14,270,127,6
11353,351,177,37,291,258,8
11354,272,253,14,310,199,17
11355,216,321,14,279,240,7
11356,236,265,14,286,261,10
11357,213,256,14,318,401,17
11358,206,221,14,291,289,17
11359,243,156,14,182,260,44
11360,300,91,14,212,190,28
11361,241,354,14,205,235,6
11362,308,267,14,235,113,24
11363,273,254,14,194,168,6
11364,274,44,14,208,134,20
11365,232,336,14,195,165,8
11366,217,198,14,315,225,6
11367,163,333,12,140,314,23
11368,303,355,14,381,216,8
11369,164,243,12,229,232,10
11370,338,218,12,255,182,24
11371,213,229,14,269,245,10
11372,329,392,14,307,240,18
11373,332,202,12,228,313,33
11374,312,244,14,247,131,24
11375,220,174,14,249,161,3
11376,303,267,14,312,355,10
11377,196,263,14,211,298,6
11378,253,61,14,251,335,10
11379,216,336,14,249,155,24
11380,300,300,14,301,226,16
11381,178,335,12,245,96,24
11382,312,181,14,270,235,7
11383,204,210,14,242,403,8
11384,243,104,14,299,286,10
11385,179,154,12,273,129,24
11386,208,263,14,232,272,10
11387,253,361,14,162,314,17
11388,192,120,12,319,265,6
11389,231,267,14,302,231,17
11390,215,215,14,95,390,6
11391,147,325,12,258,178,10
11392,278,141,14,313,257,25
11393,48,56,14,227,86,24
11394,214,214,14,341,315,9
11395,177,191,12,294,244,1
11396,347,120,14,187,192,7
11397,314,319,14,241,278,9
11398,251,302,12,320,204,17
11399,212,196,14,282,249,10
11400,297,64,14,325,215,17
11401,272,50,12,301,243,28
11402,261,223,14,274,209,16
11403,167,247,12,298,227,23
11404,309,232,14,292,242,30
11405,329,335,14,303,200,6
11406,186,237,14,430,105,6
11407,204,231,14,280,244,27
11408,239,215,14,311,217,8
11409,214,196,14,249,130,16
11410,335,327,37,355,227,6
11411,285,183,14,234,196,30
11412,280,261,14,277,238,7
11413,248,106,14,257,82,25
11414,252,259,12,310,236,6
11415,171,220,14,252,73,20
11416,295,116,14,292,306,1
11417,323,106,14,285,263,10
11418,270,185,14,258,178,10
11419,249,349,14,191,113,6
11420,279,248,14,303,241,17
11421,211,378,12,187,239,16
11422,167,247,12,234,320,17
11423,332,210,12,253,76,10
11424,191,281,12,332,344,6
11425,210,266,14,232,204,10
11426,328,279,37,223,209,10
11427,287,148,14,304,381,6
11428,216,177,14,274,361,6
11429,202,210,14,296,245,25
11430,201,183,14,262,244,10
11431,298,221,14,69,365,6
11432,209,168,14,239,258,23
11433,214,221,14,249,129,16
11434,265,82,14,309,250,17
11435,194,101,12,96,31,44
11436,185,244,12,212,334,17
11437,201,266,14,230,91,10
11438,217,329,12,271,215,16
11439,182,352,12,296,240,7
11440,290,78,12,266,231,10
11441,223,284,14,167,177,25
11442,327,105,12,229,227,38
11443,309,355,14,181,259,6
11444,216,158,14,257,268,25
11445,305,339,14,313,92,7
11446,279,227,14,319,265,6
11447,258,326,12,242,160,10
11448,282,39,12,238,155,24
11449,173,252,14,232,270,10
11450,227,243,14,101,23,17
11451,80,48,12,211,207,10
11452,296,220,14,285,252,21
11453,233,119,14,335,326,8
11454,234,333,14,207,263,20
11455,276,49,12,315,214,17
11456,219,331,12,170,258,17
11457,240,204,14,224,79,7
11458,208,251,14,295,265,10
11459,208,202,14,189,274,10
11460,279,94,14,289,264,30
11461,253,347,14,192,226,20
11462,289,234,14,315,309,17
11463,205,219,14,276,230,10
11464,242,346,14,223,345,10
11465,341,312,14,343,359,6
11466,300,221,14,250,165,10
11467,210,211,14,216,283,10
11468,214,321,14,299,266,25
11469,276,109,12,286,246,23
11470,195,251,14,269,323,6
11471,199,254,14,37,33,17
11472,210,351,14,407,124,17
11473,319,381,14,351,263,18
11474,219,195,14,256,236,10
11475,206,176,12,255,177,24
11476,190,303,12,301,359,17
11477,190,237,14,342,347,1
11478,312,219,14,380,175,9
11479,196,221,14,291,257,6
11480,210,348,14,229,100,8
11481,296,138,14,198,255,42
11482,91,47,14,286,249,44
11483,299,77,37,485,168,17
11484,286,68,12,286,246,23
11485,193,182,14,298,231,8
11486,320,296,37,279,119,17
11487,278,243,14,244,116,24
11488,276,46,14,249,258,10
11489,305,242,14,360,191,17
11490,301,353,14,242,334,18
11491,309,313,14,259,124,25
11492,285,145,12,274,231,10
11493,295,64,14,244,157,3
11494,195,259,14,230,236,10
11495,163,225,14,237,237,42
11496,222,173,14,228,211,46
11497,314,319,14,212,273,8
11498,304,82,12,254,93,46
11499,277,55,14,247,254,10
11500,200,218,14,179,247,17
11501,215,210,14,307,191,8
11502,279,253,14,189,227,10
11503,213,217,14,278,238,7
11504,304,237,14,187,239,10
11505,179,208,14,269,130,28
11506,188,231,14,267,240,10
11507,220,348,14,301,318,1
11508,302,135,14,322,299,17
11509,302,225,14,292,263,23
11510,370,178,12,248,351,17
11511,213,292,14,255,336,17
11512,184,247,14,300,241,8
11513,181,242,14,291,259,10
11514,205,193,14,279,199,10
11515,312,376,14,288,234,23
11516,257,374,14,151,226,6
11517,218,180,37,339,105,17
11518,251,351,14,296,263,25
11519,186,165,14,346,255,46
11520,270,41,14,274,237,7
11521,299,66,11,252,253,33
11522,176,260,37,471,127,17
11523,187,351,12,354,208,17
11524,294,108,14,289,249,23
11525,327,105,12,336,292,17
11526,253,66,14,304,184,17
11527,241,114,14,267,120,23
11528,222,170,14,295,246,30
11529,196,156,12,291,229,23
11530,242,197,37,306,345,8
11531,158,321,12,259,339,38
11532,163,332,12,207,263,20
11533,158,264,14,330,282,17
11534,288,206,12,277,123,16
11535,94,46,12,203,281,25
11536,302,318,14,212,269,13
11537,283,203,14,221,208,10
11538,277,227,14,240,100,24
11539,332,202,12,79,76,6
11540,219,224,14,337,278,6
11541,294,88,14,270,94,1
11542,301,143,14,243,303,24
11543,213,222,14,249,399,25
11544,289,67,12,390,185,1
11545,222,288,14,193,228,20
11546,185,266,14,280,128,33
11547,299,126,14,271,203,10
11548,332,210,12,145,226,6
11549,211,220,14,228,227,38
11550,241,250,14,278,184,10
11551,235,159,14,309,234,17
11552,217,231,14,285,267,46
11553,317,280,14,274,237,7
11554,197,127,14,105,24,17
11555,214,283,14,294,241,8
11556,214,212,14,245,197,17
11557,236,120,14,347,346,6
11558,148,325,12,206,261,16
11559,245,350,14,181,259,25
11560,187,113,12,248,253,6
11561,164,185,14,307,224,10
11562,308,265,14,309,250,0
11563,252,207,14,229,89,10
11564,296,151,14,344,334,46
11565,176,235,14,221,261,23
11566,301,305,14,251,185,24
11567,185,325,12,203,225,0
11568,294,236,14,152,307,38
11569,251,218,12,282,250,23
11570,182,215,37,298,237,25
11571,216,177,14,195,207,7
11572,321,227,14,243,216,10
11573,208,285,14,194,137,33
11574,277,85,14,372,182,6
11575,251,257,12,290,94,17
11576,267,44,14,280,236,7
11577,311,254,14,313,365,17
11578,237,215,14,160,249,6
11579,55,48,14,239,96,20
11580,184,349,12,276,230,10
11581,314,309,14,293,230,23
11582,124,264,37,346,340,6
11583,313,372,14,276,228,10
11584,195,188,14,289,262,10
11585,280,210,14,52,51,25
11586,258,354,14,271,234,7
11587,216,91,12,207,261,10
11588,294,214,14,204,229,10
11589,315,234,14,159,240,6
11590,283,210,14,291,288,17
11591,304,244,14,348,367,8
11592,305,120,14,235,251,17
11593,191,145,12,359,333,6
11594,49,57,14,324,318,25
11595,246,349,14,240,100,24
11596,241,332,14,336,194,19
11597,233,112,14,231,226,23
11598,280,79,12,270,309,24
11599,191,281,12,292,255,25
11600,191,170,14,194,137,33
11601,270,100,14,291,231,7
11602,240,207,14,289,265,21
11603,95,59,14,192,201,8
11604,325,362,14,284,249,23
11605,222,247,14,289,267,21
11606,185,325,11,151,234,6
11607,215,227,14,342,221,10
11608,276,47,14,270,309,24
11609,291,261,14,215,208,17
11610,196,252,14,274,387,44
11611,177,238,14,256,164,7
11612,213,264,14,210,305,24
11613,304,82,12,291,122,10
11614,211,334,14,281,274,10
11615,127,231,14,334,372,8
11616,186,246,14,315,354,9
11617,82,20,12,283,202,33
11618,240,169,37,271,238,6
11619,237,331,14,273,129,24
11620,292,33,12,271,235,7
11621,232,202,14,271,172,10
11622,240,107,14,297,274,30
11623,299,232,14,348,348,17
11624,289,59,14,221,262,23
11625,342,323,14,278,268,17
11626,205,210,14,237,105,24
11627,318,330,14,247,178,6
11628,122,239,14,294,324,6
11629,214,351,14,159,227,17
11630,294,409,14,272,89,23
11631,284,170,12,304,280,25
11632,336,276,14,330,391,17
11633,289,95,14,308,282,9
11634,176,335,12,278,206,10
11635,258,234,14,249,209,23
11636,284,202,14,268,233,33
11637,237,352,14,246,130,24
11638,267,236,14,303,229,10
11639,333,202,14,208,136,7
11640,220,247,14,287,233,7
11641,303,355,14,274,186,10
11642,330,317,37,272,203,24
11643,300,205,14,239,377,6
11644,92,23,14,229,225,23
11645,301,121,14,172,219,1
11646,175,335,12,267,247,30
11647,238,342,14,299,246,30
11648,308,356,14,212,258,25
11649,193,320,14,276,238,7
11650,177,336,12,318,214,16
11651,251,343,14,272,220,30
11652,365,183,14,99,27,6
11653,221,168,37,170,201,24
11654,175,225,14,265,175,16
11655,276,109,12,475,331,6
11656,194,205,14,161,284,17
11657,296,116,14,228,313,33
11658,277,48,14,342,223,10
11659,318,395,14,257,390,2
11660,339,220,14,248,151,24
11661,246,165,12,315,399,33
11662,80,48,12,192,230,8
11663,301,334,14,260,254,2
11664,236,350,14,274,363,6
11665,284,49,14,251,155,13
11666,289,134,14,291,267,10
11667,287,207,12,227,227,23
11668,241,335,14,296,252,8
11669,236,214,14,297,250,10
11670,59,49,14,197,277,6
11671,199,148,12,231,240,23
11672,323,258,14,208,253,25
11673,282,155,14,257,390,2
11674,172,159,14,221,208,10
11675,89,49,14,292,304,10
11676,203,227,14,288,249,23
11677,190,222,14,198,160,6
11678,390,193,37,294,227,46
11679,211,170,37,271,196,10
11680,290,234,12,211,212,46
11681,244,308,14,294,324,6
11682,236,369,14,281,241,7
11683,83,17,12,279,272,10
11684,308,121,14,256,150,24
11685,204,192,14,262,235,24
11686,231,281,12,336,194,19
11687,224,340,14,304,241,8
11688,245,163,14,345,333,17
11689,198,213,12,176,156,6
11690,192,183,14,249,207,8
11691,294,80,12,312,316,20
11692,197,232,14,334,313,17
11693,303,325,12,311,370,6
11694,289,317,14,335,197,6
11695,180,233,14,105,24,17
11696,203,226,14,257,180,10
11697,303,337,14,196,184,6
11698,238,334,14,321,364,6
11699,284,265,12,364,179,9
11700,186,168,14,289,243,10
11701,247,160,14,349,361,6
11702,232,226,14,325,272,17
11703,326,366,14,295,236,10
11704,194,251,14,248,141,10
11705,46,60,14,274,355,10
11706,186,319,14,317,210,22
11707,172,224,14,319,229,10
11708,214,355,14,207,263,20
11709,317,208,14,299,253,23
11710,176,218,14,271,234,10
11711,301,217,14,286,236,7
11712,248,175,14,254,206,30
11713,275,244,14,233,230,23
11714,289,57,14,299,286,10
11715,205,229,14,278,251,23
11716,292,126,37,299,287,10
11717,297,222,37,182,186,33
11718,148,325,12,236,216,7
11719,316,191,14,247,98,24
11720,201,230,14,309,134,23
11721,301,260,14,248,111,17
11722,299,104,14,269,95,23
11723,292,217,14,245,254,42
11724,199,258,14,262,270,25
11725,278,89,14,273,246,10
11726,272,243,14,277,216,7
11727,295,327,14,333,284,18
11728,301,200,14,351,346,6
11729,47,45,14,284,412,17
11730,220,235,14,227,251,3
11731,347,172,14,270,232,10
11732,243,355,14,300,290,20
11733,317,383,14,270,94,1
11734,303,99,12,288,249,23
11735,233,244,14,268,246,23
11736,276,94,14,232,236,10
11737,287,235,14,302,248,6
11738,316,354,14,241,259,10
11739,253,347,14,267,239,10
11740,247,227,14,259,406,25
11741,197,203,14,227,113,6
11742,344,215,37,249,255,7
11743,202,212,14,329,341,17
11744,308,92,14,287,260,20
11745,285,112,12,258,84,25
11746,273,41,12,271,211,10
11747,165,225,12,290,284,24
11748,341,296,37,254,351,25
11749,269,110,12,279,255,6
11750,71,59,14,282,184,10
11751,92,54,12,247,185,24
11752,189,180,14,225,100,22
11753,293,70,12,52,55,42
11754,215,183,14,383,179,1
11755,214,230,14,241,278,9
11756,204,269,14,237,102,24
11757,219,266,14,302,244,30
11758,332,202,14,249,207,8
11759,282,240,14,271,190,10
11760,241,254,14,202,230,17
11761,219,279,14,302,242,10
11762,290,78,12,276,239,28
11763,294,242,12,313,276,6
11764,279,239,14,279,228,7
11765,232,336,14,343,372,17
11766,219,172,14,300,137,23
11767,273,345,14,279,185,23
11768,173,219,14,199,153,17
11769,294,65,12,259,382,17
11770,157,236,12,326,205,17
11771,79,5,14,315,320,9
11772,220,262,14,267,368,6
11773,307,210,14,274,273,10
11774,75,24,14,229,227,38
11775,213,196,14,115,321,8
11776,329,113,14,281,202,20
11777,215,330,12,237,229,10
11778,177,296,12,365,368,17
11779,273,345,14,340,381,6
11780,310,241,37,247,142,20
11781,301,207,14,222,260,22
11782,211,224,14,299,253,23
11783,93,24,14,278,245,23
11784,303,174,12,280,180,10
11785,289,63,12,275,222,7
11786,317,275,14,256,190,10
11787,202,282,14,300,244,16
11788,188,234,14,340,211,17
11789,278,237,14,306,54,17
11790,212,270,14,232,119,6
11791,220,248,14,339,214,17
11792,286,211,37,292,323,10
11793,312,260,37,283,275,7
11794,260,351,14,300,275,6
11795,224,193,14,308,218,17
11796,298,235,14,206,261,16
11797,205,168,14,279,129,10
11798,306,228,14,272,144,33
11799,181,218,14,249,185,24
11800,238,225,14,227,86,24
11801,180,278,14,236,102,10
11802,187,222,14,292,255,25
11803,210,162,14,266,104,9
11804,223,343,14,267,247,10
11805,261,63,14,319,362,17
11806,306,126,12,277,123,16
11807,294,231,14,280,397,17
11808,202,226,14,275,128,33
11809,218,186,12,192,226,8
11810,287,166,12,279,155,10
11811,248,175,14,268,240,7
11812,278,247,14,194,137,33
11813,311,362,14,281,270,10
11814,292,87,14,284,230,10
11815,202,235,14,275,216,10
11816,305,111,14,254,149,24
11817,323,219,12,156,264,17
11818,301,326,12,255,152,24
11819,61,60,12,311,370,6
11820,203,276,14,316,244,17
11821,185,266,14,195,320,25
11822,308,265,14,243,260,23
11823,287,133,12,237,261,20
11824,315,189,14,300,270,17
11825,121,316,14,282,184,10
11826,216,341,14,273,239,1
11827,215,224,14,233,101,24
11828,231,281,12,270,235,7
11829,210,247,14,285,256,7
11830,214,354,14,158,310,6
11831,180,158,14,268,231,10
11832,295,209,14,294,333,6
11833,215,270,14,253,253,33
11834,306,244,14,220,216,10
11835,319,316,14,339,387,24
11836,209,311,14,276,272,24
11837,243,350,14,281,187,25
11838,176,334,12,220,207,10
11839,188,175,12,264,95,38
11840,240,354,14,237,107,20
11841,170,257,12,228,211,46
11842,326,359,14,192,225,10
11843,270,46,14,217,207,10
11844,231,314,14,138,275,6
11845,211,178,14,273,173,10
11846,275,244,14,212,206,8
11847,299,223,14,206,266,16
11848,129,316,12,274,267,24
11849,186,230,14,247,157,6
11850,206,224,14,195,260,17
11851,220,220,14,296,120,7
11852,218,207,14,193,228,20
11853,84,18,12,194,137,33
11854,305,239,14,271,191,24
11855,267,117,14,191,227,6
11856,283,51,12,298,228,16
11857,311,121,12,269,144,10
11858,283,101,14,333,198,0
11859,205,273,14,186,353,17
11860,286,110,12,322,375,6
11861,250,70,14,350,361,16
11862,295,75,12,165,238,17
11863,312,50,12,302,242,10
11864,173,236,14,240,257,10
11865,241,305,14,242,338,42
11866,285,240,14,200,319,23
11867,305,339,14,195,205,23
11868,234,288,12,313,365,17
11869,307,243,14,280,240,16
11870,172,245,14,341,121,17
11871,68,25,14,273,129,24
11872,287,236,14,256,156,10
11873,225,246,14,295,406,17
11874,295,234,14,246,130,24
11875,307,180,37,253,172,25
11876,96,33,12,312,352,6
11877,326,114,12,247,250,10
11878,190,153,12,178,247,17
11879,247,214,14,303,323,17
11880,220,93,12,321,363,17
11881,285,53,14,270,309,24
11882,185,348,12,272,183,24
11883,283,99,14,269,134,10
11884,339,306,14,351,194,17
11885,302,146,12,345,293,9
11886,232,199,14,194,169,6
11887,207,201,14,335,187,17
11888,299,137,14,302,242,8
11889,219,229,14,274,231,10
11890,230,224,14,194,137,33
11891,217,167,14,461,99,17
11892,261,98,12,283,253,23
11893,319,50,11,335,282,30
11894,328,126,14,324,325,6
11895,243,179,14,477,108,17
11896,273,126,14,303,222,6
11897,210,221,14,206,188,6
11898,191,214,14,343,372,17
11899,220,341,14,309,134,23
11900,212,212,14,230,238,23
11901,172,242,37,351,346,6
11902,356,190,37,194,230,16
11903,210,235,14,186,176,17
11904,286,406,14,300,258,10
11905,218,234,12,56,57,6
11906,291,331,14,296,252,30
11907,287,83,12,298,244,33
11908,317,142,12,175,345,25
11909,345,173,14,275,242,8
11910,89,49,14,302,234,6
11911,305,305,14,268,137,22
11912,323,393,14,242,188,24
11913,216,211,14,251,335,10
11914,286,134,14,368,182,17
11915,175,232,14,298,271,6
11916,183,350,12,271,170,20
11917,319,119,12,203,237,10
11918,214,350,14,334,371,17
11919,327,97,12,219,219,10
11920,304,327,14,294,249,6
11921,45,54,12,229,326,25
11922,306,355,14,237,231,6
11923,203,246,14,75,360,10
11924,250,65,14,175,181,46
11925,298,317,14,256,256,27
11926,221,316,12,253,392,6
11927,305,96,14,285,267,46
11928,174,222,14,242,257,10
11929,300,205,14,304,272,25
11930,253,56,14,204,224,10
11931,239,252,14,216,166,17
11932,300,326,14,238,324,6
11933,345,197,14,181,261,17
11934,183,153,14,191,113,6
11935,281,141,14,301,242,25
11936,217,232,14,250,185,24
11937,216,246,14,307,275,6
11938,174,222,14,192,226,20
11939,327,234,37,219,96,17
11940,184,219,14,288,248,23
11941,312,232,37,224,264,8
11942,317,128,14,292,291,25
11943,318,342,14,204,229,10
11944,304,45,12,171,157,17
11945,262,246,37,192,230,8
11946,223,296,12,265,136,23
11947,247,226,12,256,165,24
11948,325,130,12,235,242,17
11949,177,191,12,271,171,7
11950,204,149,14,261,223,10
11951,249,352,14,334,320,6
11952,279,256,14,272,122,10
11953,267,106,12,223,210,10
11954,326,321,14,203,281,25
11955,217,213,14,286,259,21
11956,214,321,14,350,362,17
11957,321,357,14,289,236,7
11958,208,237,14,289,372,6
11959,222,282,12,324,291,8
11960,187,249,14,257,390,6
11961,182,200,14,89,23,17
11962,324,363,14,328,262,6
11963,219,202,14,309,96,9
11964,300,322,14,297,262,30
11965,183,198,14,180,186,6
11966,217,96,14,254,70,6
11967,314,355,14,237,237,42
11968,198,232,14,299,288,10
11969,273,255,14,174,159,17
11970,219,211,14,256,188,24
11971,206,224,14,348,348,17
11972,255,344,14,282,241,7
11973,213,351,14,320,242,9
11974,209,285,37,234,103,24
11975,300,146,11,358,308,8
11976,240,169,37,298,257,30
11977,248,247,14,232,89,24
11978,207,219,14,154,231,0
11979,358,181,14,289,267,21
11980,238,331,14,289,260,23
11981,307,317,14,263,331,6
11982,205,227,14,279,273,10
11983,281,90,14,244,201,6
11984,310,310,14,282,405,6
11985,216,291,14,289,247,18
11986,201,208,14,186,239,16
11987,335,205,14,277,220,16
11988,187,351,12,196,260,25
11989,215,224,14,248,129,24
11990,180,197,14,177,236,33
11991,303,97,12,358,317,30
11992,261,223,14,242,140,10
11993,298,127,14,336,181,10
11994,309,309,14,382,176,1
11995,43,50,14,303,241,17
11996,181,340,12,318,264,6
11997,331,378,14,302,340,42
11998,194,98,12,277,114,8
11999,182,199,14,288,259,25
12000,176,244,14,289,232,7
12001,207,246,14,247,162,24
12002,219,188,14,234,103,10
12003,290,206,14,163,247,44
12004,329,378,14,283,275,7
12005,206,136,12,295,406,17
12006,174,240,14,208,204,17
12007,205,171,14,218,207,10
12008,303,232,14,288,246,30
12009,305,103,14,269,95,23
12010,213,237,14,270,235,7
12011,308,288,14,312,217,6
12012,286,186,12,327,344,6
12013,319,358,14,289,248,46
12014,179,149,12,279,128,10
12015,249,247,14,327,292,25
12016,214,341,14,241,143,24
12017,231,222,14,308,235,33
12018,216,216,14,152,307,10
12019,242,197,37,291,257,6
12020,215,331,12,276,259,30
12021,315,361,14,222,230,23
12022,191,281,12,161,284,17
12023,163,221,14,297,303,17
12024,207,221,14,256,173,24
12025,233,113,14,267,231,10
12026,188,234,14,316,215,24
12027,300,325,14,311,217,8
12028,217,217,14,51,53,6
12029,211,268,14,246,187,20
12030,322,393,14,281,187,25
12031,190,231,14,271,196,10
12032,216,214,14,343,192,17
12033,283,177,12,373,196,25
12034,189,228,14,294,120,38
12035,198,203,14,277,253,33
12036,320,318,14,285,237,16
12037,247,340,14,181,239,33
12038,291,35,12,354,374,17
12039,89,24,12,273,303,23
12040,235,161,14,268,197,10
12041,205,122,12,233,271,20
12042,287,78,14,247,178,6
12043,213,196,14,298,253,10
12044,296,138,14,319,249,25
12045,356,188,14,244,201,6
12046,239,312,12,280,128,33
12047,272,136,14,151,234,6
12048,184,195,14,242,151,7
12049,305,218,14,291,254,33
12050,211,227,14,205,206,10
12051,247,226,12,229,89,24
12052,197,137,14,195,205,23
12053,280,261,14,220,216,10
12054,251,343,14,229,235,42
12055,89,49,14,302,289,30
12056,257,207,14,262,121,10
12057,286,246,14,252,255,20
12058,305,255,12,301,182,25
12059,222,228,14,330,341,2
12060,309,352,14,53,55,17
12061,203,246,14,69,337,25
12062,193,203,14,286,261,33
12063,204,259,14,223,304,46
12064,294,234,14,287,223,23
12065,168,196,12,332,304,6
12066,337,285,14,276,259,30
12067,269,115,14,97,35,6
12068,217,330,12,204,179,8
12069,244,366,14,212,207,10
12070,192,238,14,281,272,16
12071,204,226,14,296,226,25
12072,298,311,14,357,185,18
12073,306,229,14,311,292,6
12074,225,291,14,105,24,17
12075,291,82,14,296,334,25
12076,305,229,14,288,42,17
12077,240,98,37,279,253,23
12078,284,131,14,296,259,17
12079,206,256,14,222,235,33
12080,265,123,14,276,230,10
12081,314,355,14,317,215,8
12082,185,167,14,243,365,17
12083,215,210,14,260,299,7
12084,326,229,14,340,232,6
12085,319,236,14,345,333,17
12086,204,215,14,294,241,8
12087,333,395,14,347,226,6
12088,311,360,14,322,374,6
12089,317,403,14,176,154,6
12090,312,224,12,310,248,6
12091,223,316,14,288,246,30
12092,212,213,14,218,249,17
12093,164,243,12,277,123,10
12094,210,92,12,311,282,25
12095,185,244,12,274,265,7
12096,182,351,12,313,217,17
12097,325,209,14,291,258,8
12098,244,107,14,230,240,16
12099,284,247,14,296,252,38
12100,292,227,14,373,196,25
12101,203,199,14,237,224,25
12102,269,135,14,272,238,10
12103,316,118,14,295,256,8
12104,315,294,14,334,320,6
12105,316,345,14,267,243,10
12106,321,338,14,257,390,2
12107,221,212,14,275,272,10
12108,251,389,14,256,149,24
12109,257,362,14,271,235,7
12110,184,226,14,227,227,23
12111,289,33,12,328,206,46
12112,180,249,37,277,220,16
12113,201,105,12,233,89,10
12114,182,195,14,193,187,38
12115,194,202,14,257,148,10
12116,230,278,12,207,221,25
12117,252,211,14,237,288,6
12118,274,38,12,308,126,20
12119,289,63,12,335,197,6
12120,251,342,14,304,271,30
12121,265,402,14,288,239,30
12122,219,223,14,312,370,6
12123,254,209,14,282,228,1
12124,286,275,14,309,222,25
12125,290,234,14,285,253,23
12126,192,265,14,318,391,25
12127,223,191,14,231,340,17
12128,325,361,14,159,227,17
12129,314,121,14,249,185,24
12130,257,352,14,214,130,10
12131,252,212,14,425,177,1
12132,271,109,12,289,233,7
12133,326,280,14,338,93,17
12134,352,230,37,191,113,6
12135,83,16,14,320,270,17
12136,195,207,14,390,201,17
12137,235,128,37,212,206,10
12138,267,232,14,241,97,10
12139,195,207,14,198,160,6
12140,249,393,14,343,202,30
12141,321,341,14,267,239,10
12142,187,262,14,330,390,17
12143,182,152,12,186,176,17
12144,249,342,14,222,211,10
12145,315,294,14,276,228,10
12146,223,356,14,291,229,33
12147,289,206,14,318,289,27
12148,214,287,14,182,217,17
12149,234,221,14,283,246,23
12150,221,184,12,337,278,6
12151,291,261,14,309,352,9
12152,141,231,14,208,293,17
12153,314,290,14,119,301,25
12154,212,271,14,243,92,24
12155,210,260,14,208,204,30
12156,294,34,12,295,406,17
12157,302,318,14,276,250,23
12158,183,179,14,226,186,24
12159,200,299,12,286,244,23
12160,254,67,14,279,223,8
12161,49,57,14,242,261,23
12162,207,218,14,281,270,10
12163,319,119,12,272,234,10
12164,215,330,12,266,195,10
12165,213,208,14,316,312,24
12166,149,324,12,334,165,10
12167,197,237,14,233,271,20
12168,163,219,14,307,226,10
12169,313,310,14,241,398,17
12170,302,325,12,346,293,9
12171,314,346,14,251,156,10
12172,216,330,12,271,93,23
12173,262,114,12,275,222,7
12174,205,198,14,225,100,22
12175,175,335,12,197,138,33
12176,287,93,14,269,236,10
12177,263,106,14,273,300,24
12178,337,244,37,267,233,10
12179,323,223,14,289,244,23
12180,279,96,14,183,247,33
12181,273,80,14,315,294,6
12182,323,86,12,233,271,20
12183,305,31,12,249,129,16
12184,336,374,14,212,207,10
12185,292,279,14,253,153,24
12186,192,234,14,316,223,6
12187,271,364,14,266,213,7
